Campaign_ID,Brand_Name,Influencer_Name,Influencer_Platform,Follower_Count,Post_Date,Post_Type,Likes,Comments,Shares,Views,Engagement_Rate,Product_Name,Sales_Before_Campaign,Sales_After_Campaign,Campaign_Cost,Revenue_Generated,ROI
400,Boat,Influencer_74,Instagram,628777,21-01-2025,Video,49475,89,471,40688,122.97,Cosmetics,4771,6388,4044,45057,1014.17
401,Mamaearth,Influencer_112,YouTube,470673,06-02-2025,Story,23393,558,3962,112572,24.8,Smartphone,4715,5761,8096,48715,501.72
402,Samsung,Influencer_58,Instagram,423110,09-04-2025,Post,5618,547,68,44016,14.16,Headphones,4912,6408,12122,9975,-17.71
403,Nike,Influencer_115,TikTok,570529,28-05-2025,Post,37830,261,751,156907,24.75,Smartphone,2080,3514,18380,18124,-1.39
404,Nykaa,Influencer_35,Instagram,916099,04-02-2025,Video,7033,535,3404,124778,8.79,Protein,2329,4535,15975,35634,123.06
405,Nike,Influencer_68,YouTube,354590,06-03-2025,Video,8613,333,1288,170495,6,Headphones,4164,6489,10133,17295,70.68
406,Nykaa,Influencer_90,Instagram,506207,02-05-2025,Story,9345,656,1696,36974,31.64,Cosmetics,2322,3328,3391,13541,299.32
407,Boat,Influencer_110,TikTok,39147,30-05-2025,Post,49753,1328,1792,72071,73.36,Shoes,2743,5154,6507,35394,443.94
408,Nike,Influencer_33,Instagram,788711,20-04-2025,Story,44795,1456,383,147407,31.64,Headphones,1320,3819,8278,41347,399.48
409,Nykaa,Influencer_19,YouTube,833927,27-04-2025,Reel,36348,1780,2615,199674,20.4,Watch,2350,4896,3501,22371,538.99
410,Samsung,Influencer_111,Instagram,95894,22-05-2025,Post,34782,1860,4756,96287,42.99,Smartphone,1428,2982,10953,39957,264.8
411,Mamaearth,Influencer_97,TikTok,138720,23-05-2025,Video,41832,548,295,121346,35.17,Protein,3777,5353,18220,39366,116.06
412,Nike,Influencer_84,YouTube,820087,12-03-2025,Video,29239,1908,1956,105644,31.33,Watch,2478,3068,13884,35363,154.7
413,Nike,Influencer_58,Instagram,83086,11-03-2025,Video,44680,1873,2177,147957,32.94,Headphones,3222,5060,12907,48886,278.76
414,Nykaa,Influencer_43,Instagram,466605,28-03-2025,Reel,33313,1450,216,169507,20.64,Headphones,2244,4773,17102,42690,149.62
415,Samsung,Influencer_60,TikTok,91231,27-01-2025,Post,13239,1493,912,186014,8.41,Shoes,2894,3783,18543,45404,144.86
416,Samsung,Influencer_7,Instagram,213321,08-03-2025,Reel,43204,581,614,16397,270.78,Headphones,4576,6647,13066,28817,120.55
417,Samsung,Influencer_8,YouTube,610154,29-03-2025,Post,34458,2000,4877,70487,58.64,Headphones,4221,5609,4476,8363,86.84
418,Adidas,Influencer_5,TikTok,703357,31-03-2025,Post,22035,425,3731,90097,29.07,Protein,3842,4742,19078,34402,80.32
419,Boat,Influencer_120,YouTube,720499,03-02-2025,Reel,39028,579,3207,73638,58.14,Watch,1089,2123,9493,14886,56.81
420,Samsung,Influencer_44,YouTube,724267,15-01-2025,Post,48061,1274,2593,100708,51.56,Cosmetics,1612,3688,8772,36379,314.72
421,Adidas,Influencer_81,YouTube,835734,22-04-2025,Post,24125,1244,994,9062,290.92,Shoes,3905,4552,9715,20015,106.02
422,Mamaearth,Influencer_9,YouTube,361335,21-02-2025,Video,48388,1764,4206,106195,51.19,Smartphone,1435,3971,8641,20278,134.67
423,Boat,Influencer_43,YouTube,565839,09-04-2025,Post,37528,409,3837,196633,21.24,Cosmetics,2087,4026,6996,36919,427.72
424,Nike,Influencer_90,TikTok,922863,22-04-2025,Reel,49248,1721,4572,59600,93.19,Shoes,3494,4569,11686,7129,-39
425,Boat,Influencer_108,YouTube,383454,02-02-2025,Story,25132,1896,3151,34543,87.37,Smartphone,4067,6050,2909,30021,932
426,Mamaearth,Influencer_34,TikTok,537860,09-02-2025,Post,20566,878,2045,32237,72.86,Smartphone,1268,2715,14779,24445,65.4
427,Samsung,Influencer_114,Instagram,288043,17-05-2025,Post,17058,1734,533,57704,33.49,Smartphone,3809,4145,12399,11106,-10.43
428,Mamaearth,Influencer_4,YouTube,28353,15-06-2025,Reel,7904,202,1818,182202,5.45,Cosmetics,2692,3966,4337,18880,335.32
429,Samsung,Influencer_59,YouTube,489075,23-02-2025,Reel,46218,1524,4646,159748,32.79,Protein,2401,2627,7359,7367,0.11
430,Nykaa,Influencer_111,YouTube,911632,12-02-2025,Post,41069,471,4127,138782,32.91,Protein,1906,2134,15459,9848,-36.3
431,Mamaearth,Influencer_38,TikTok,48628,15-05-2025,Video,20489,299,1424,183090,12.13,Smartphone,4685,5791,16123,44162,173.91
432,Mamaearth,Influencer_14,YouTube,260646,10-06-2025,Story,26608,927,3992,115363,27.33,Watch,3213,4263,12644,5626,-55.5
433,Boat,Influencer_62,Instagram,916890,07-01-2025,Reel,17372,291,359,119582,15.07,Cosmetics,4346,5046,18264,16198,-11.31
434,Samsung,Influencer_30,Instagram,500783,13-04-2025,Post,8766,354,4643,188815,7.29,Shoes,1798,4179,9155,32190,251.61
435,Mamaearth,Influencer_84,TikTok,190472,05-05-2025,Post,7062,787,3456,22863,49.45,Smartphone,1352,3252,10726,22418,109.01
436,Nike,Influencer_33,YouTube,772125,22-02-2025,Reel,15971,1191,3544,11035,187.64,Smartphone,1939,2265,4762,21801,357.81
437,Nykaa,Influencer_21,Instagram,21669,08-06-2025,Video,14425,1838,4612,98805,21.13,Protein,1811,3770,13806,6008,-56.48
438,Mamaearth,Influencer_25,Instagram,885465,02-06-2025,Story,30341,1958,1392,138782,24.28,Headphones,4552,4973,19863,30429,53.19
439,Mamaearth,Influencer_106,TikTok,161844,08-02-2025,Reel,19889,289,2736,99513,23.03,Watch,2110,4477,3108,39962,1185.78
440,Nykaa,Influencer_116,YouTube,834094,01-02-2025,Post,23913,1686,4513,75445,39.91,Protein,4367,6987,6830,14672,114.82
441,Nike,Influencer_77,YouTube,603767,24-05-2025,Reel,43397,402,2424,150354,30.74,Shoes,1213,4212,17641,34640,96.36
442,Mamaearth,Influencer_99,TikTok,743070,24-02-2025,Story,9071,132,3724,155632,8.31,Smartphone,3409,4423,11120,7701,-30.75
443,Samsung,Influencer_28,TikTok,344189,07-06-2025,Video,42356,163,1166,18220,239.76,Smartphone,3483,4039,16460,49089,198.23
444,Nykaa,Influencer_67,Instagram,840878,05-03-2025,Post,1248,1549,2910,192665,2.96,Headphones,4966,6829,12905,16217,25.66
445,Adidas,Influencer_59,YouTube,494115,16-01-2025,Reel,29673,1215,4593,83385,42.55,Smartphone,4927,5457,10270,46259,350.43
446,Adidas,Influencer_34,TikTok,644204,18-02-2025,Reel,28202,461,2258,83061,37.23,Headphones,4911,6418,11392,14799,29.91
447,Adidas,Influencer_32,YouTube,405598,29-01-2025,Story,35308,1003,1113,116026,32.25,Watch,2779,3623,14315,31905,122.88
448,Adidas,Influencer_116,YouTube,637525,20-03-2025,Reel,37169,174,3037,26877,150.24,Headphones,2510,4339,16939,41372,144.24
449,Samsung,Influencer_90,YouTube,52904,30-04-2025,Post,47480,205,333,151512,31.69,Smartphone,3633,4480,11092,28510,157.03
450,Nike,Influencer_34,YouTube,928249,23-05-2025,Reel,12648,1370,868,168276,8.85,Protein,3165,4793,1106,28586,2484.63
451,Mamaearth,Influencer_12,TikTok,103466,08-06-2025,Video,23147,368,2871,173177,15.24,Cosmetics,3700,4497,6528,17828,173.1
452,Samsung,Influencer_112,YouTube,172045,25-06-2025,Story,18050,624,2118,173111,12.01,Headphones,1669,2141,11152,36328,225.75
453,Adidas,Influencer_62,TikTok,778428,10-01-2025,Video,25347,422,94,127124,20.34,Headphones,2752,5093,11346,45050,297.06
454,Mamaearth,Influencer_96,Instagram,141186,30-01-2025,Video,24398,1345,4206,162103,18.48,Cosmetics,3308,4481,3781,8263,118.54
455,Nykaa,Influencer_65,YouTube,833814,23-06-2025,Video,44352,890,2182,20443,231.98,Shoes,1141,3483,4342,21042,384.62
456,Samsung,Influencer_58,TikTok,75587,03-01-2025,Reel,13304,1737,4112,175281,10.93,Watch,4416,6267,3053,39376,1189.75
457,Boat,Influencer_19,TikTok,58407,14-01-2025,Video,38060,988,1552,102721,39.52,Cosmetics,4775,7101,11702,18731,60.07
458,Nykaa,Influencer_11,Instagram,506913,20-02-2025,Story,7151,1959,1501,196328,5.4,Protein,3712,5546,17686,36877,108.51
459,Mamaearth,Influencer_37,Instagram,655790,28-06-2025,Video,48456,1636,1893,19930,260.84,Headphones,3891,4632,6703,8709,29.93
460,Nykaa,Influencer_103,TikTok,597538,02-06-2025,Reel,29786,351,77,33289,90.76,Shoes,2413,2973,15484,45460,193.59
461,Samsung,Influencer_28,TikTok,695312,16-06-2025,Post,15062,99,876,84091,19.07,Protein,3762,4354,9583,37427,290.56
462,Boat,Influencer_48,YouTube,234641,08-06-2025,Story,40605,94,2179,171331,25.03,Shoes,4294,4534,5044,16829,233.64
463,Nykaa,Influencer_7,TikTok,348676,07-02-2025,Post,23755,1550,4686,145628,20.59,Smartphone,3633,5931,8699,17385,99.85
464,Samsung,Influencer_109,TikTok,950032,13-04-2025,Story,32135,689,1652,173616,19.86,Shoes,3037,3412,9923,24551,147.42
465,Samsung,Influencer_5,TikTok,64729,10-06-2025,Story,40378,514,4094,65512,68.67,Shoes,1233,3055,1794,30437,1596.6
466,Nike,Influencer_119,YouTube,36479,21-06-2025,Post,36607,887,1156,63789,60.59,Protein,4393,6314,5762,38417,566.73
467,Mamaearth,Influencer_7,Instagram,103454,30-05-2025,Post,21591,1721,3258,55993,47.45,Headphones,4354,6129,9379,37477,299.58
468,Mamaearth,Influencer_62,TikTok,333909,13-04-2025,Video,49639,59,2769,100551,52.18,Shoes,1290,3784,4669,6237,33.58
469,Nykaa,Influencer_75,YouTube,533552,03-04-2025,Video,25822,1175,504,197867,13.9,Cosmetics,2562,3160,19732,13243,-32.89
470,Boat,Influencer_89,TikTok,388953,27-03-2025,Story,43902,680,639,27280,165.77,Smartphone,1546,2925,19394,31055,60.13
471,Adidas,Influencer_111,YouTube,179951,16-01-2025,Story,5066,1998,2169,50804,18.17,Headphones,2108,2639,1585,44975,2737.54
472,Boat,Influencer_12,TikTok,944745,02-01-2025,Reel,25209,761,1735,45260,61.21,Smartphone,4009,4617,15997,41310,158.24
473,Samsung,Influencer_12,TikTok,122707,17-04-2025,Story,47693,1294,4778,85769,62.69,Smartphone,4523,5172,10136,24630,143
474,Samsung,Influencer_2,TikTok,606300,21-05-2025,Post,3921,1793,4546,126034,8.14,Protein,4116,6953,9218,49509,437.09
475,Mamaearth,Influencer_79,YouTube,621295,09-06-2025,Video,19377,224,3755,126767,18.42,Smartphone,2008,3886,4672,22792,387.84
476,Nike,Influencer_28,YouTube,859838,04-06-2025,Story,30385,623,2858,81977,41.31,Watch,2806,3847,5046,17497,246.75
477,Mamaearth,Influencer_93,TikTok,910272,23-06-2025,Reel,1097,1808,2518,116085,4.67,Cosmetics,4736,5458,13156,24486,86.12
478,Boat,Influencer_41,TikTok,289371,20-02-2025,Video,13365,1233,1808,52758,31.1,Shoes,2747,4237,1200,49298,4008.17
479,Boat,Influencer_108,YouTube,97534,28-05-2025,Post,7480,1653,26,190281,4.81,Headphones,4929,7883,3643,13524,271.23
480,Adidas,Influencer_58,YouTube,412261,06-05-2025,Post,43348,1976,1344,195681,23.85,Smartphone,1147,1976,14237,5565,-60.91
481,Nykaa,Influencer_40,Instagram,670348,12-03-2025,Story,35404,313,1887,54624,68.84,Cosmetics,2610,3826,9073,23181,155.49
482,Adidas,Influencer_4,TikTok,584419,26-05-2025,Video,13173,1364,3247,196546,9.05,Protein,3784,4444,14368,39721,176.45
483,Nike,Influencer_116,TikTok,792566,01-03-2025,Reel,26420,374,2183,154874,18.71,Headphones,1025,3003,12518,31583,152.3
484,Nykaa,Influencer_30,YouTube,364888,30-06-2025,Story,27241,1434,4862,22547,148.74,Smartphone,3399,5446,2026,23363,1053.16
485,Nykaa,Influencer_51,YouTube,457837,30-03-2025,Video,9148,1706,1218,192688,6.27,Smartphone,2359,5306,4081,11055,170.89
486,Nykaa,Influencer_68,Instagram,831799,01-01-2025,Reel,44244,414,2544,199160,23.7,Shoes,1279,1635,15358,23703,54.34
487,Mamaearth,Influencer_51,TikTok,223750,19-05-2025,Story,40180,576,2617,89488,48.47,Cosmetics,2368,3697,6977,22946,228.88
488,Boat,Influencer_25,YouTube,807360,03-02-2025,Reel,27443,1164,3827,75217,43.12,Cosmetics,3219,5063,14017,6640,-52.63
489,Nykaa,Influencer_69,TikTok,947701,20-03-2025,Post,12341,1646,4311,165512,11.06,Smartphone,2155,5022,8668,35554,310.18
490,Boat,Influencer_72,TikTok,149812,16-03-2025,Video,36534,1292,1042,110920,35.04,Headphones,2691,4028,5533,15021,171.48
491,Adidas,Influencer_1,TikTok,501343,05-03-2025,Post,18846,1078,4449,181163,13.45,Headphones,1239,1604,2726,48218,1668.82
492,Samsung,Influencer_88,Instagram,765380,21-03-2025,Video,18694,341,1276,65170,31.17,Smartphone,4840,5720,11827,13015,10.04
493,Boat,Influencer_89,YouTube,848495,26-01-2025,Reel,25870,1466,3317,85426,35.88,Shoes,2568,4177,6103,12109,98.41
494,Mamaearth,Influencer_50,Instagram,128525,07-05-2025,Reel,39553,221,3293,84403,51.03,Watch,2638,5335,6729,41053,510.09
495,Nykaa,Influencer_54,TikTok,911604,08-04-2025,Video,26637,172,2314,191889,15.18,Watch,1675,4414,11257,8716,-22.57
496,Mamaearth,Influencer_80,Instagram,610114,20-01-2025,Reel,39453,1636,324,138678,29.86,Smartphone,2134,4884,2522,7421,194.25
497,Nykaa,Influencer_22,Instagram,939712,22-05-2025,Reel,30391,625,72,108918,28.54,Smartphone,1586,2158,5043,26229,420.11
498,Nykaa,Influencer_27,YouTube,115706,04-03-2025,Story,24455,886,4464,17904,166.47,Shoes,4141,5897,7166,20433,185.14
499,Boat,Influencer_20,Instagram,549445,06-06-2025,Story,28625,779,2501,105801,30.16,Cosmetics,3474,5615,6107,46694,664.6
500,Boat,Influencer_89,YouTube,974940,01-06-2025,Video,45449,379,198,13535,340.05,Shoes,3594,4014,5946,41492,597.81
